Date,Disease_Name,Cases,Deaths,Area,,,,
23 May 18,Ebola virus disease,417,3,Democratic Republic of the Congo ,,,,
21 May 18,Ebola virus disease,743,88,Democratic Republic of the Congo ,,,,
17 May 18,Ebola virus disease,297,28,west africa,,,,
14 May 18,Ebola virus disease,802,65,west africa,,,,
10 May 18,Ebola virus disease,967,27,Democratic Republic of the Congo ,,,,
13 May 17,Ebola virus disease,460,84,west africa,,,,
13 May 15,Ebola virus disease,506,60,west africa,,,,
30 December 14,Ebola virus disease,503,4,west africa,,,,
31 October 14,Ebola virus disease,278,91,Democratic Republic of the Congo ,,,,
9 October 14,Ebola virus disease,827,0,Democratic Republic of the Congo ,,,,
1 October 14,Ebola virus disease,956,84,South Sudan,,,,
10 September 14,Ebola virus disease,267,58,west africa,,,,
4 September 14,Ebola virus disease,297,82,South Sudan,,,,
30 August 14,Ebola virus disease,729,27,west africa,,,,
28 August 14,Ebola virus disease,216,14,Democratic Republic of the Congo ,,,,
27 August 14,Ebola virus disease,115,68,west africa,,,,
22 August 14,Ebola virus disease,617,40,west africa,,,,
20 August 14,Ebola virus disease,372,51,Uganda,,,,
19 August 14,Ebola virus disease,855,99,west africa,,,,
15 August 14,Ebola virus disease,356,7,west africa,,,,
13 August 14,Ebola virus disease,336,39,Democratic Republic of the Congo ,,,,
11 August 14,Ebola virus disease,725,36,west africa,,,,
8 August 14,Ebola virus disease,505,62,Democratic Republic of the Congo ,,,,
6 August 14,Ebola virus disease,763,17,Democratic Republic of the Congo ,,,,
4 August 14,Ebola virus disease,861,13,Democratic Republic of the Congo ,,,,
31 July 14,Ebola virus disease,359,28,Uganda,,,,
27 July 14,Ebola virus disease,42,78,Democratic Republic of the Congo ,,,,
24 July 14,Ebola virus disease,779,57,Democratic Republic of the Congo ,,,,
19 July 14,Ebola virus disease,105,52,west africa,,,,
17 July 14,Ebola virus disease,614,78,Democratic Republic of the Congo ,,,,
15 July 14,Ebola virus disease,545,95,west africa,,,,
10 July 14,Ebola virus disease,122,88,west africa,,,,
8 July 14,Ebola virus disease,80,73,Philippines,,,,
3 July 14,Ebola virus disease,484,85,west africa,,,,
1 July 14,Ebola virus disease,412,45,west africa,,,,
24 June 14,Ebola virus disease,37,28,Uganda,,,,
22 June 14,Ebola virus disease,867,59,South Sudan,,,,
18 June 14,Ebola virus disease,373,98,UK,,,,
10 June 14,Ebola virus disease,994,77,west africa,,,,
6 June 14,Ebola virus disease,400,24,Democratic Republic of the Congo ,,,,
4 June 14,Ebola virus disease,481,93,UK,,,,
30 May 14,Ebola virus disease,685,78,Democratic Republic of the Congo ,,,,
28 May 14,Ebola virus disease,354,3,Gabon,,,,
24 May 14,Ebola virus disease,38,36,west africa,,,,
15 May 14,Ebola virus disease,505,38,Democratic Republic of the Congo ,,,,
12 May 14,Ebola virus disease,651,22,Philippines,,,,
9 May 14,Ebola virus disease,29,27,west africa,,,,
8 May 14,Ebola virus disease,221,29,Democratic Republic of the Congo ,,,,
6 May 14,Ebola virus disease,182,71,Democratic Republic of the Congo ,,,,
2 May 14,Ebola virus disease,927,3,west africa,,,,
28 April 14,Ebola virus disease,48,50,west africa,,,,
25 April 14,Ebola virus disease,844,33,Democratic Republic of the Congo ,,,,
22 April 14,Ebola virus disease,48,84,South Sudan,,,,
19 April 14,Ebola virus disease,934,59,italy,,,,
17 April 14,Ebola virus disease,733,90,Democratic Republic of the Congo ,,,,
14 April 14,Ebola virus disease,638,48,Gabon,,,,
10 April 14,Ebola virus disease,900,83,west africa,,,,
7 April 14,Ebola virus disease,264,86,west africa,,,,
5 April 14,Ebola virus disease,384,64,Liberia,,,,
3 April 14,Ebola virus disease,527,35,South Sudan,,,,
2 April 14,Ebola virus disease,119,80,Democratic Republic of the Congo ,,,,
1 April 14,Ebola virus disease,373,56,Democratic Republic of the Congo ,,,,
30 March 14,Ebola virus disease,657,5,Guniea,,,,
30 March 14,Ebola virus disease,168,30,Uganda,,,,
27 March 14,Ebola virus disease,643,72,west africa,,,,
26 March 14,Ebola virus disease,262,74,west africa,,,,
25 March 14,Ebola virus disease,787,84,Democratic Republic of the Congo ,,,,
24 March 14,Ebola virus disease,807,12,west africa,,,,
23 March 14,Ebola virus disease,571,76,USA,,,,
30 November 12,Ebola virus disease,86,36,South Sudan,,,,
23 November 12,Ebola virus disease,769,87,Guniea,,,,
17 November 12,Ebola virus disease,150,70,west africa,,,,
26 October 12,Ebola virus disease,288,71,Democratic Republic of the Congo ,,,,
8 October 12,Ebola virus disease,245,97,South Sudan,,,,
4 October 12,Ebola virus disease,671,60,west africa,,,,
27 September 12,Ebola virus disease,612,92,Democratic Republic of the Congo ,,,,
18 September 12,Ebola virus disease,58,91,west africa,,,,
14 September 12,Ebola virus disease,938,19,Democratic Republic of the Congo ,,,,
5 September 12,Ebola virus disease,161,1,west africa,,,,
3 September 12,Ebola virus disease,428,54,Gabon,,,,
30 August 12,Ebola virus disease,578,35,Gabon,,,,
21 August 12,Ebola virus disease,973,49,west africa,,,,
17 August 12,Ebola virus disease,641,92,South Sudan,,,,
17 August 12,Ebola virus disease,217,77,Uganda,,,,
14 August 12,Ebola virus disease,450,6,Philippines,,,,
10 August 12,Ebola virus disease,528,88,Uganda,,,,
3 August 12,Ebola virus disease,881,2,Democratic Republic of the Congo ,,,,
29 July 12,Ebola virus disease,487,28,west africa,,,,
18 May 11,Ebola virus disease,227,85,Democratic Republic of the Congo ,,,,
31 March 09,Ebola virus disease,522,17,west africa,,,,
17 February 09,Ebola virus disease,539,12,west africa,,,,
3 February 09,Ebola virus disease,906,51,west africa,,,,
2 January 09,Ebola virus disease,272,64,Democratic Republic of the Congo ,,,,
26 December 08,Ebola virus disease,484,60,Democratic Republic of the Congo ,,,,
20 February 08,Ebola virus disease,913,84,west africa,,,,
7 December 07,Ebola virus disease,893,38,west africa,,,,
30 November 07,Ebola virus disease,163,16,west africa,,,,
3 October 07,Ebola virus disease,873,95,west africa,,,,
27 September 07,Ebola virus disease,226,85,Gabon,,,,
20 September 07,Ebola virus disease,986,93,Democratic Republic of the Congo ,,,,
13 September 07,Ebola virus disease,738,60,Philippines,,,,
11 September 07,Ebola virus disease,8,0,Guniea,,,,
16 June 05,Ebola virus disease,457,63,west africa,,,,
25 May 05,Ebola virus disease,158,19,Democratic Republic of the Congo ,,,,
18 May 05,Ebola virus disease,876,90,USA,,,,
7 August 04,Ebola virus disease,497,1,Gabon,,,,
6 July 04,Ebola virus disease,961,26,west africa,,,,
22 June 04,Ebola virus disease,97,9,west africa,,,,
17 June 04,Ebola virus disease,104,23,Democratic Republic of the Congo ,,,,
11 June 04,Ebola virus disease,314,38,west africa,,,,
7 June 04,Ebola virus disease,904,83,Democratic Republic of the Congo ,,,,
1 June 04,Ebola virus disease,458,99,west africa,,,,
26 May 04,Ebola virus disease,63,11,South Sudan,,,,
24 May 04,Ebola virus disease,450,51,west africa,,,,
6 January 04,Ebola virus disease,503,8,west africa,,,,
12 December 03,Ebola virus disease,213,71,west africa,,,,
3 December 03,Ebola virus disease,752,7,Democratic Republic of the Congo ,,,,
25 November 03,Ebola virus disease,902,38,west africa,,,,
21 November 03,Ebola virus disease,675,65,South Sudan,,,,
17 November 03,Ebola virus disease,336,49,west africa,,,,
7 May 03,Ebola virus disease,609,54,Democratic Republic of the Congo ,,,,
14 April 03,Ebola virus disease,992,83,Democratic Republic of the Congo ,,,,
2 April 03,Ebola virus disease,398,96,Uganda,,,,
24 March 03,Ebola virus disease,675,26,Democratic Republic of the Congo ,,,,
14 March 03,Ebola virus disease,469,52,Democratic Republic of the Congo ,,,,
7 March 03,Ebola virus disease,226,87,west africa,,,,
28 February 03,Ebola virus disease,414,70,Uganda,,,,
26 February 03,Ebola virus disease,15,76,west africa,,,,
18 February 03,Ebola virus disease,233,21,west africa,,,,
31 December 02,Ebola virus disease,628,50,South Sudan,,,,
22 March 02,Ebola virus disease,238,68,Democratic Republic of the Congo ,,,,
14 March 02,Ebola virus disease,845,41,South Sudan,,,,
6 March 02,Ebola virus disease,666,73,west africa,,,,
25 February 02,Ebola virus disease,149,56,UK,,,,
21 February 02,Ebola virus disease,428,26,Democratic Republic of the Congo ,,,,
7 February 02,Ebola virus disease,723,13,west africa,,,,
24 January 02,Ebola virus disease,642,14,Democratic Republic of the Congo ,,,,
9 January 02,Ebola virus disease,174,32,Democratic Republic of the Congo ,,,,
7 January 02,Ebola virus disease,954,21,west africa,,,,
4 January 02,Ebola virus disease,703,83,South Sudan,,,,
2 January 02,Ebola virus disease,418,31,west africa,,,,
28 December 01,Ebola virus disease,901,25,Democratic Republic of the Congo ,,,,
24 December 01,Ebola virus disease,589,45,west africa,,,,
20 December 01,Ebola virus disease,142,11,west africa,,,,
18 December 01,Ebola virus disease,548,79,Uganda,,,,
17 December 01,Ebola virus disease,184,56,west africa,,,,
16 December 01,Ebola virus disease,428,93,west africa,,,,
13 December 01,Ebola virus disease,870,88,Gabon,,,,
12 December 01,Ebola virus disease,518,67,Philippines,,,,
11 December 01,Ebola virus disease,849,78,South Sudan,,,,
9 February 01,Ebola virus disease,138,78,Democratic Republic of the Congo ,,,,
24 January 01,Ebola virus disease,728,43,west africa,,,,
17 January 01,Ebola virus disease,148,77,west africa,,,,
9 January 01,Ebola virus disease,406,3,South Sudan,,,,
3 January 01,Ebola virus disease,150,38,west africa,,,,
29 December 00,Ebola virus disease,13,74,Gabon,,,,
19 December 00,Ebola virus disease,178,3,west africa,,,,
8 December 00,Ebola virus disease,65,36,Democratic Republic of the Congo ,,,,
5 December 00,Ebola virus disease,957,9,west africa,,,,
30 November 00,Ebola virus disease,749,54,Democratic Republic of the Congo ,,,,
24 November 00,Ebola virus disease,590,4,west africa,,,,
17 November 00,Ebola virus disease,43,80,west africa,,,,
15 November 00,Ebola virus disease,918,70,west africa,,,,
14 November 00,Ebola virus disease,459,47,Uganda,,,,
12 November 00,Ebola virus disease,834,67,Democratic Republic of the Congo ,,,,
10 November 00,Ebola virus disease,787,63,Democratic Republic of the Congo ,,,,
9 November 00,Ebola virus disease,435,93,Democratic Republic of the Congo ,,,,
8 November 00,Ebola virus disease,999,42,Democratic Republic of the Congo ,,,,
7 November 00,Ebola virus disease,435,92,west africa,,,,
6 November 00,Ebola virus disease,124,28,Spain,,,,
5 November 00,Ebola virus disease,805,15,Democratic Republic of the Congo ,,,,
3 November 00,Ebola virus disease,685,97,Democratic Republic of the Congo ,,,,
3 November 00,Ebola virus disease,297,78,west africa,,,,
2 November 00,Ebola virus disease,249,19,Gabon,,,,
1 November 00,Ebola virus disease,364,66,Philippines,,,,
31 October 00,Ebola virus disease,87,1,UK,,,,
30 October 00,Ebola virus disease,541,0,Liberia,,,,
29 October 00,Ebola virus disease,451,45,west africa,,,,
28 October 00,Ebola virus disease,49,16,west africa,,,,
27 October 00,Ebola virus disease,927,82,west africa,,,,
26 October 00,Ebola virus disease,534,78,Democratic Republic of the Congo ,,,,
25 October 00,Ebola virus disease,962,74,Gabon,,,,
24 October 00,Ebola virus disease,449,96,Democratic Republic of the Congo ,,,,
23 October 00,Ebola virus disease,656,34,Democratic Republic of the Congo ,,,,
22 October 00,Ebola virus disease,679,64,Democratic Republic of the Congo ,,,,
21 October 00,Ebola virus disease,307,15,Democratic Republic of the Congo ,,,,
20 October 00,Ebola virus disease,826,87,west africa,,,,
19 October 00,Ebola virus disease,744,0,west africa,,,,
18 October 00,Ebola virus disease,823,76,Democratic Republic of the Congo ,,,,
17 October 00,Ebola virus disease,132,48,South Sudan,,,,
16 October 00,Ebola virus disease,213,81,Democratic Republic of the Congo ,,,,
12 March 12,Influenza,860,16,Iraq,,,,
5 March 12,Influenza,433,85,Egypt,,,,
8 February 12,Influenza,413,16,Egypt,,,,
20 January 12,Influenza,403,83,Indonesia,,,,
16 January 12,Influenza,95,95,Iraq,,,,
2 November 11,Influenza,818,97,Egypt,,,,
19 August 11,Influenza,448,68,Indonesia,,,,
9 August 11,Influenza,694,80,Egypt,,,,
2 August 11,Influenza,171,62,Hong Kong,,,,
22 June 11,Influenza,258,91,Madagascar,,,,
16 June 11,Influenza,434,52,Egypt,,,,
10 June 11,Influenza,754,59,Indonesia,,,,
1 June 11,Influenza,24,5,Indonesia,,,,
13 May 11,Influenza,134,92,Indonesia,,,,
21 April 11,Influenza,998,58,Indonesia,,,,
21 April 11,Influenza,561,82,Egypt,,,,
11 April 11,Influenza,49,83,Indonesia,,,,
11 April 11,Influenza,737,33,Egypt,,,,
11 April 11,Influenza,688,36,Bangladesh,,,,
6 April 11,Influenza,374,36,Indonesia,,,,
1 April 11,Influenza,547,72,Egypt,,,,
29 March 11,Influenza,889,2,Iraq,,,,
25 March 11,Influenza,527,94,Egypt,,,,
16 March 11,Influenza,663,76,Indonesia,,,,
15 March 11,Influenza,169,86,Egypt,,,,
14 March 11,Influenza,367,66,Egypt,,,,
10 March 11,Influenza,845,44,Indonesia,,,,
7 March 11,Influenza,10,49,Indonesia,,,,
2 March 11,Influenza,184,87,Egypt,,,,
28 February 11,Influenza,231,55,Egypt,,,,
25 February 11,Influenza,314,96,Egypt,,,,
9 February 11,Influenza,954,20,Indonesia,,,,
2 February 11,Influenza,646,89,Indonesia,,,,
20 January 11,Influenza,980,34,Viet Nam,,,,
13 January 11,Influenza,576,61,Indonesia,,,,
5 January 11,Influenza,790,90,Egypt,,,,
29 December 10,Influenza,432,92,Indonesia,,,,
9 December 10,Influenza,669,43,Egypt,,,,
8 December 10,Influenza,367,3,Indonesia,,,,
19 November 10,Influenza,10,53,Indonesia,,,,
18 October 10,Influenza,12,50,Viet Nam,,,,
10 September 10,Influenza,116,46,Indonesia,,,,
31 August 10,Influenza,282,88,Egypt,,,,
27 August 10,Influenza,640,35,Viet Nam,,,,
20 August 10,Influenza,634,17,Indonesia,,,,
13 August 10,Influenza,794,66,Indonesia,,,,
12 August 10,Influenza,268,27,Egypt,,,,
6 August 10,Influenza,557,76,Indonesia,,,,
3 August 10,Influenza,601,78,Indonesia,,,,
30 July 10,Influenza,274,16,Egypt,,,,
29 July 10,Influenza,171,3,Indonesia,,,,
23 July 10,Influenza,663,22,Bangladesh,,,,
22 July 10,Influenza,495,21,Indonesia,,,,
16 July 10,Influenza,748,15,Egypt,,,,
9 July 10,Influenza,693,89,Egypt,,,,
5 July 10,Influenza,348,99,Indonesia,,,,
2 July 10,Influenza,272,22,Bangladesh,,,,
25 June 10,Influenza,538,80,Egypt,,,,
18 June 10,Influenza,921,60,Indonesia,,,,
11 June 10,Influenza,990,54,Indonesia,,,,
8 June 10,Influenza,313,82,China,,,,
4 June 10,Influenza,834,64,Egypt,,,,
28 May 10,Influenza,579,34,Indonesia,,,,
21 May 10,Influenza,308,8,Indonesia,,,,
14 May 10,Influenza,62,21,Indonesia,,,,
7 May 10,Influenza,869,63,Indonesia,,,,
6 May 10,Influenza,958,17,Viet Nam,,,,
4 May 10,Influenza,810,6,Egypt,,,,
30 April 10,Influenza,674,43,Indonesia,,,,
23 April 10,Influenza,967,58,Viet Nam,,,,
21 April 10,Influenza,16,72,Egypt,,,,
16 April 10,Influenza,881,90,Egypt,,,,
9 April 10,Influenza,162,20,Egypt,,,,
9 April 10,Influenza,220,91,Egypt,,,,
1 April 10,Influenza,61,71,Indonesia,,,,
30 March 10,Influenza,438,48,Indonesia,,,,
29 March 10,Influenza,52,99,Viet Nam,,,,
26 March 10,Influenza,621,33,Egypt,,,,
19 March 10,Influenza,1,84,China,,,,
16 March 10,Influenza,257,39,Viet Nam,,,,
12 March 10,Influenza,775,1,Egypt,,,,
12 March 10,Influenza,166,15,Egypt,,,,
5 March 10,Influenza,388,39,Egypt,,,,
4 March 10,Influenza,521,5,Indonesia,,,,
4 March 10,Influenza,551,67,Egypt,,,,
26 February 10,Influenza,352,41,Indonesia,,,,
19 February 10,Influenza,346,0,Egypt,,,,
17 February 10,Influenza,329,71,Indonesia,,,,
12 February 10,Influenza,447,11,Egypt,,,,
12 February 10,Influenza,780,96,Egypt,,,,
10 February 10,Influenza,554,63,Viet Nam,,,,
8 February 10,Influenza,526,38,Indonesia,,,,
5 February 10,Influenza,150,96,Cambodia,,,,
29 January 10,Influenza,426,63,Indonesia,,,,
28 January 10,Influenza,612,60,Viet Nam,,,,
22 January 10,Influenza,669,0,Egypt,,,,
15 January 10,Influenza,105,82,Egypt,,,,
8 January 10,Influenza,233,65,Indonesia,,,,
30 December 09,Influenza,719,96,Viet Nam,,,,
23 December 09,Influenza,156,11,China,,,,
21 December 09,Influenza,899,38,Nigeria,,,,
18 December 09,Influenza,888,13,Egypt,,,,
18 December 09,Influenza,672,81,Egypt,,,,
11 December 09,Influenza,186,23,Viet Nam,,,,
11 December 09,Influenza,53,19,Egypt,,,,
4 December 09,Influenza,816,28,Indonesia,,,,
27 November 09,Influenza,829,24,Iraq,,,,
27 November 09,Influenza,401,25,Egypt,,,,
20 November 09,Influenza,631,30,Viet Nam,,,,
20 November 09,Influenza,250,72,Egypt,,,,
17 November 09,Influenza,923,78,Bangladesh,,,,
13 November 09,Influenza,101,22,Indonesia,,,,
6 November 09,Influenza,421,39,Egypt,,,,
3 November 09,Influenza,487,12,Viet Nam,,,,
1 November 09,Influenza,895,71,Egypt,,,,
30 October 09,Influenza,549,8,Egypt,,,,
23 October 09,Influenza,443,68,Egypt,,,,
16 October 09,Influenza,577,98,Indonesia,,,,
9 October 09,Influenza,339,76,Egypt,,,,
2 October 09,Influenza,424,21,Cambodia,,,,
25 September 09,Influenza,82,63,Egypt,,,,
24 September 09,Influenza,297,89,Madagascar,,,,
18 September 09,Influenza,304,20,Pakistan,,,,
11 September 09,Influenza,974,67,Viet Nam,,,,
4 September 09,Influenza,739,26,Madagascar,,,,
31 August 09,Influenza,845,40,Egypt,,,,
28 August 09,Influenza,797,7,Indonesia,,,,
21 August 09,Influenza,788,26,Indonesia,,,,
12 August 09,Influenza,594,25,Egypt,,,,
11 August 09,Influenza,880,95,Egypt,,,,
4 August 09,Influenza,173,18,Egypt,,,,
27 July 09,Influenza,119,29,Viet Nam,,,,
6 July 09,Influenza,735,37,Viet Nam,,,,
3 July 09,Influenza,629,5,Indonesia,,,,
1 July 09,Influenza,90,32,Indonesia,,,,
1 July 09,Influenza,328,99,Indonesia,,,,
29 June 09,Influenza,195,89,Egypt,,,,
26 June 09,Influenza,208,59,Egypt,,,,
24 June 09,Influenza,735,54,Egypt,,,,
22 June 09,Influenza,645,22,Nigeria,,,,
19 June 09,Influenza,287,88,Viet Nam,,,,
17 June 09,Influenza,592,87,Egypt,,,,
15 June 09,Influenza,430,20,Indonesia,,,,
12 June 09,Influenza,771,54,Indonesia,,,,
11 June 09,Influenza,206,15,Egypt,,,,
10 June 09,Influenza,292,82,Indonesia,,,,
8 June 09,Influenza,701,32,Indonesia,,,,
5 June 09,Influenza,334,76,Viet Nam,,,,
3 June 09,Influenza,813,74,Egypt,,,,
2 June 09,Influenza,922,35,Viet Nam,,,,
1 June 09,Influenza,579,74,Viet Nam,,,,
1 June 09,Influenza,13,91,Bangladesh,,,,
29 May 09,Influenza,645,43,Indonesia,,,,
28 May 09,Influenza,263,97,Bangladesh,,,,
27 May 09,Influenza,900,28,Indonesia,,,,
27 May 09,Influenza,170,8,Viet Nam,,,,
26 May 09,Influenza,18,6,Bangladesh,,,,
25 May 09,Influenza,917,52,Egypt,,,,
23 May 09,Influenza,117,21,Indonesia,,,,
22 May 09,Influenza,673,63,Indonesia,,,,
22 May 09,Influenza,405,79,Viet Nam,,,,
21 May 09,Influenza,702,77,Egypt,,,,
20 May 09,Influenza,45,0,Pakistan,,,,
19 May 09,Influenza,612,5,Turkey,,,,
18 May 09,Influenza,217,72,Indonesia,,,,
17 May 09,Influenza,147,4,Indonesia,,,,
16 May 09,Influenza,28,96,Viet Nam,,,,
15 May 09,Influenza,805,81,Bangladesh,,,,
15 May 09,Influenza,84,50,Egypt,,,,
14 May 09,Influenza,93,12,Viet Nam,,,,
13 May 09,Influenza,791,37,Indonesia,,,,
12 May 09,Influenza,766,8,Cambodia,,,,
11 May 09,Influenza,538,90,Indonesia,,,,
10 May 09,Influenza,564,4,Egypt,,,,
9 May 09,Influenza,813,81,Egypt,,,,
8 May 09,Influenza,80,60,Egypt,,,,
8 May 09,Influenza,943,54,Egypt,,,,
7 May 09,Influenza,351,87,Indonesia,,,,
7 May 09,Influenza,547,86,Egypt,,,,
6 May 09,Influenza,460,50,Iraq,,,,
6 May 09,Influenza,889,0,Indonesia,,,,
6 May 09,Influenza,217,11,Cambodia,,,,
6 May 09,Influenza,118,5,Indonesia,,,,
5 May 09,Influenza,795,91,Egypt,,,,
5 May 09,Influenza,639,88,Viet Nam,,,,
4 May 09,Influenza,255,84,Egypt,,,,
4 May 09,Influenza,23,86,Egypt,,,,
3 May 09,Influenza,10,3,Viet Nam,,,,
3 May 09,Influenza,921,86,Egypt,,,,
2 May 09,Influenza,775,75,Egypt,,,,
2 May 09,Influenza,534,43,Cambodia,,,,
1 May 09,Influenza,26,32,Egypt,,,,
1 May 09,Influenza,246,26,Egypt,,,,
30 April 09,Influenza,906,71,Indonesia,,,,
29 April 09,Influenza,642,7,Viet Nam,,,,
28 April 09,Influenza,931,70,Indonesia,,,,
27 April 09,Influenza,414,90,Indonesia,,,,
26 April 09,Influenza,841,89,Egypt,,,,
25 April 09,Influenza,916,50,Egypt,,,,
24 April 09,Influenza,281,6,Bangladesh,,,,
23 April 09,Influenza,632,3,Egypt,,,,
21 April 09,Influenza,703,23,Indonesia,,,,
17 April 09,Influenza,854,10,Indonesia,,,,
8 April 09,Influenza,409,16,Viet Nam,,,,
8 April 09,Influenza,618,50,Egypt,,,,
30 March 09,Influenza,129,19,Egypt,,,,
23 March 09,Influenza,331,17,Indonesia,,,,
11 March 09,Influenza,19,37,Indonesia,,,,
10 March 09,Influenza,750,50,Egypt,,,,
2 March 09,Influenza,711,81,Indonesia,,,,
27 February 09,Influenza,70,89,Egypt,,,,
24 February 09,Influenza,669,93,Viet Nam,,,,
18 February 09,Influenza,981,35,Indonesia,,,,
11 February 09,Influenza,864,94,Egypt,,,,
9 February 09,Influenza,263,21,Indonesia,,,,
5 February 09,Influenza,254,75,Indonesia,,,,
2 February 09,Influenza,409,66,Egypt,,,,
27 January 09,Influenza,809,91,Egypt,,,,
26 January 09,Influenza,540,26,Egypt,,,,
24 January 09,Influenza,397,84,Egypt,,,,
22 January 09,Influenza,812,41,Indonesia,,,,
19 January 09,Influenza,790,37,Hong Kong,,,,
14 January 09,Influenza,906,33,Indonesia,,,,
11 January 09,Influenza,203,49,Viet Nam,,,,
7 January 09,Influenza,558,11,Indonesia,,,,
7 January 09,Influenza,656,41,Indonesia,,,,
16 December 08,Influenza,895,49,Thailand,,,,
12 December 08,Influenza,63,94,Egypt,,,,
9 December 08,Influenza,773,38,Indonesia,,,,
10 September 08,Influenza,399,86,Egypt,,,,
19 June 08,Influenza,185,69,Indonesia,,,,
28 May 08,Influenza,246,94,Egypt,,,,
30 April 08,Influenza,551,71,Egypt,,,,
17 April 08,Influenza,673,66,Egypt,,,,
15 April 08,Influenza,167,59,Hong Kong,,,,
8 April 08,Influenza,998,6,Egypt,,,,
3 April 08,Influenza,194,20,Egypt,,,,
2 April 08,Influenza,469,69,Egypt,,,,
18 March 08,Influenza,174,27,China,,,,
11 March 08,Influenza,708,18,Egypt,,,,
5 March 08,Influenza,927,61,Viet Nam,,,,
4 March 08,Influenza,385,36,Viet Nam,,,,
28 February 08,Influenza,609,47,Egypt,,,,
26 February 08,Influenza,30,0,Indonesia,,,,
26 February 08,Influenza,618,16,Egypt,,,,
22 February 08,Influenza,534,75,Viet Nam,,,,
21 February 08,Influenza,861,15,Egypt,,,,
21 February 08,Influenza,391,14,Indonesia,,,,
20 February 08,Influenza,716,92,Egypt,,,,
15 February 08,Influenza,985,24,Indonesia,,,,
12 February 08,Influenza,790,83,india,,,,
5 February 08,Influenza,952,62,Indonesia,,,,
1 February 08,Influenza,244,51,Bangladesh,,,,
30 January 08,Influenza,508,1,Egypt,,,,
29 January 08,Influenza,499,34,Indonesia,,,,
24 January 08,Influenza,419,52,Egypt,,,,
24 January 08,Influenza,883,51,Indonesia,,,,
23 January 08,Influenza,654,69,Thailand,,,,
21 January 08,Influenza,381,60,Cambodia,,,,
18 January 08,Influenza,314,26,Viet Nam,,,,
15 January 08,Influenza,898,78,Indonesia,,,,
11 January 08,Influenza,759,19,Egypt,,,,
3 January 08,Influenza,546,50,Indonesia,,,,
2 January 08,Influenza,457,12,Bangladesh,,,,
28 December 07,Influenza,980,57,Bangladesh,,,,
28 December 07,Influenza,70,55,Bangladesh,,,,
27 December 07,Influenza,566,68,Indonesia,,,,
26 December 07,Influenza,356,77,Egypt,,,,
26 December 07,Influenza,160,37,Viet Nam,,,,
18 December 07,Influenza,345,80,Egypt,,,,
15 December 07,Influenza,430,36,Indonesia,,,,
14 December 07,Influenza,315,73,Egypt,,,,
13 December 07,Influenza,411,28,Egypt,,,,
12 December 07,Influenza,404,82,Indonesia,,,,
9 December 07,Influenza,536,70,Viet Nam,,,,
4 December 07,Influenza,333,3,Madagascar,,,,
12 November 07,Influenza,584,46,Egypt,,,,
5 November 07,Influenza,405,39,Egypt,,,,
31 October 07,Influenza,797,89,Indonesia,,,,
25 October 07,Influenza,266,87,Egypt,,,,
17 October 07,Influenza,351,83,Egypt,,,,
12 October 07,Influenza,506,64,Egypt,,,,
8 October 07,Influenza,891,54,Thailand,,,,
2 October 07,Influenza,474,48,Indonesia,,,,
10 September 07,Influenza,966,21,Madagascar,,,,
31 August 07,Influenza,262,41,Egypt,,,,
23 August 07,Influenza,464,97,Cambodia,,,,
16 August 07,Influenza,306,19,Egypt,,,,
14 August 07,Influenza,660,91,Cambodia,,,,
25 July 07,Influenza,103,8,Egypt,,,,
11 July 07,Influenza,330,41,india,,,,
29 June 07,Influenza,538,13,Egypt,,,,
25 June 07,Influenza,218,62,Madagascar,,,,
25 June 07,Influenza,51,78,Egypt,,,,
15 June 07,Influenza,503,46,Bangladesh,,,,
12 June 07,Influenza,237,12,Egypt,,,,
11 June 07,Influenza,324,97,Indonesia,,,,
6 June 07,Influenza,338,7,Cambodia,,,,
4 June 07,Influenza,97,93,Indonesia,,,,
4 June 07,Influenza,533,47,Egypt,,,,
31 May 07,Influenza,835,7,Turkey,,,,
30 May 07,Influenza,566,97,Viet Nam,,,,
29 May 07,Influenza,730,98,Egypt,,,,
24 May 07,Influenza,76,55,Indonesia,,,,
16 May 07,Influenza,882,57,Indonesia,,,,
11 April 07,Influenza,501,33,Cambodia,,,,
10 April 07,Influenza,579,12,Egypt,,,,
10 April 07,Influenza,770,76,Egypt,,,,
2 April 07,Influenza,111,30,Viet Nam,,,,
29 March 07,Influenza,990,27,Bangladesh,,,,
28 March 07,Influenza,998,68,Egypt,,,,
27 March 07,Influenza,923,20,Egypt,,,,
20 March 07,Influenza,590,68,Indonesia,,,,
19 March 07,Influenza,615,96,Viet Nam,,,,
16 March 07,Influenza,463,91,Indonesia,,,,
15 March 07,Influenza,8,13,Cambodia,,,,
12 March 07,Influenza,702,64,Egypt,,,,
8 March 07,Influenza,777,7,Indonesia,,,,
1 March 07,Influenza,945,41,Madagascar,,,,
1 March 07,Influenza,697,97,Indonesia,,,,
27 February 07,Influenza,602,98,Egypt,,,,
19 February 07,Influenza,222,10,Indonesia,,,,
16 February 07,Influenza,221,49,Indonesia,,,,
15 February 07,Influenza,407,18,Egypt,,,,
6 February 07,Influenza,157,7,Indonesia,,,,
3 February 07,Influenza,499,94,Indonesia,,,,
31 January 07,Influenza,510,80,Indonesia,,,,
29 January 07,Influenza,438,21,Indonesia,,,,
22 January 07,Influenza,264,44,Egypt,,,,
22 January 07,Influenza,905,60,China,,,,
